Name ,Phone Number,Aadhaar card no,Age,DOB,Gender,Rural_Urban,Number of members in familty,Employment Status,Annual Income,Education,Region,Religion,Mother Tongue,Marital Status,Field of employment,Disease,Vaccination status,Infection,Digital connectivity
Prithika,8279286614,2.67E+11,70,12-02-1952,0,0,7,0,1,0,Nanded,Sikh,Marathi,0,Unemployed,none,0,0,1
Hy,9564658863,1.67E+11,72,09-03-1950,1,0,4,1,2,0,Nanded,Hindu,Marathi,0,Education,none,0,0,1
Kailany,7347975367,6.49E+11,41,29-01-1981,0,0,1,1,1,1,Solapur,Sikh,Hindi,1,Science and Technology,none,2,1,1
Kallistrate,7815224243,6.39E+11,39,08-12-1982,0,0,5,0,1,1,Osmanabad,Hindu,Punjabi,0,Unemployed,none,1,1,0
Berniya,9077374290,4.99E+11,25,09-03-1997,0,0,4,1,2,0,Palghar,Hindu,Marathi,1,Finance,none,2,0,0
Kimone,9812818161,7.34E+11,20,22-02-2002,0,0,3,1,2,0,Ahmednagar,Hindu,Odia,1,Communication,none,2,0,0
Nyheem,7604011200,7.72E+11,47,11-07-1974,1,0,6,0,1,0,Mumbai Suburban,Hindu,Tamil,1,Unemployed,none,1,0,1
Zildjian,8920936795,7.67E+11,29,26-08-1992,1,0,1,1,2,0,Yavatmal,Hindu,English,0,Business,none,1,1,1
Metthew,9694693895,4.62E+11,23,25-08-1998,1,0,7,1,1,1,Jalgaon,Hindu,Hindi,0,Business,none,2,0,0
Dagda,9874432034,9.79E+11,39,23-12-1982,1,0,6,1,1,1,Thane,Muslim,Hindi,0,Business,none,0,0,0
Hye,9961603719,8.20E+11,66,07-11-1955,1,0,4,0,2,0,Osmanabad,Hindu,Marathi,1,Unemployed,none,1,0,0
Adelline,8025202341,9.63E+11,69,18-03-1953,0,0,1,0,2,1,Bhandara,Christian,Bengali,1,Unemployed,Asthma,0,0,0
Gabiel,7381491717,1.22E+11,33,16-12-1988,1,0,0,1,1,1,Chandrapur,Others,Hindi,0,IT,none,1,0,1
Jean-louis,9114058716,7.80E+11,56,07-02-1966,1,0,6,1,1,1,Yavatmal,Hindu,Hindi,0,Art,Cancer,0,0,1
Athaleen,8587010608,5.66E+11,35,21-05-1986,0,0,0,1,1,1,Latur,Sikh,Hindi,0,Science and Technology,Cancer,1,0,1
Bless,7463474689,7.90E+11,42,28-02-1980,1,0,7,0,2,0,Sangli,Hindu,Hindi,0,Unemployed,Blood Pressure,0,1,1
Jennet,9370625273,4.68E+11,20,16-10-2001,0,0,7,0,1,0,Palghar,Hindu,Hindi,1,Unemployed,none,2,0,0
Samiel,8516165337,3.03E+11,42,10-09-1979,1,0,5,1,2,0,Thane,Hindu,English,0,IT,none,1,1,0
Altansarnai,7457935639,7.25E+11,33,01-02-1989,0,0,6,0,2,0,Washim,Sikh,Telugu,1,Unemployed,none,0,0,1
Geraldean,8851548843,8.83E+11,58,05-10-1963,0,0,3,1,2,1,Washim,Hindu,Marathi,1,Social Service,none,0,0,1
Ertie,9182437856,5.42E+11,56,29-01-1966,0,0,2,1,2,1,Hingoli,Buddhism,Marathi,1,IT,none,0,0,0
Zyrese,9405796120,1.51E+11,63,03-05-1959,1,0,4,1,1,1,Thane,Muslim,Gujarati,1,Agriculture,Artheritis,2,1,1
Tochukwu,9094781161,3.43E+11,58,27-04-1964,1,0,0,0,1,1,Palghar,Sikh,Marathi,1,Unemployed,none,2,1,0
Rondale,7813283224,3.65E+11,65,12-03-1957,1,0,7,1,1,1,Palghar,Muslim,Sanskrit,1,Social Service,none,2,0,0
Chaman,9493837068,9.55E+11,21,19-04-2001,0,0,3,1,1,1,Chandrapur,Sikh,Gujarati,0,IT,none,1,0,1
Bezalel,7353799501,1.27E+11,51,07-04-1971,1,0,6,1,1,1,Mumbai City,Hindu,Assamese,0,Communication,none,2,0,0
Anqunette,7577295578,4.68E+11,66,12-02-1956,0,0,5,0,2,0,Jain,Christian,Marathi,0,Unemployed,none,1,0,1
Alliemae,8330728830,6.72E+11,54,05-04-1968,0,0,1,0,1,0,Nanded,Hindu,Assamese,0,Unemployed,none,1,0,1
Leandria,9269515599,8.49E+11,70,03-04-1952,0,0,3,1,1,1,Thane,Buddhism,Marathi,1,Science and Technology,Artheritis,1,0,0
Kamai,8139816913,6.62E+11,28,21-10-1993,1,0,5,1,2,1,Jalgaon,Muslim,Marathi,0,IT,Cancer,0,0,1
Amna,9356506960,1.16E+11,50,17-01-1972,0,0,4,1,1,1,Washim,Others,Tamil,0,Finance,Artheritis,0,0,0
Amye,7028433602,2.37E+11,42,17-07-1979,0,0,4,1,2,1,Gadchiroli,Hindu,Gujarati,0,Education,Blood Pressure,2,1,1
Mitia,8246369197,1.05E+11,19,23-11-2002,0,0,5,1,2,0,Buldhana,Others,Hindi,1,IT,none,2,0,0
Sharmell,9980496616,1.22E+11,59,11-04-1963,0,0,4,0,2,0,Palghar,Hindu,Malayalam,1,Unemployed,none,0,0,0
Yolan,9018593494,4.75E+11,33,02-12-1988,0,0,3,1,2,0,Palghar,Hindu,Telugu,0,Self Employed,other,0,0,1
Kelie,9620501440,4.12E+11,41,21-11-1980,0,0,0,1,2,0,Latur,Buddhism,Hindi,0,Social Service,none,1,1,1
Mariadelcarmen,9803418804,4.59E+11,30,01-11-1991,0,0,7,1,2,1,Washim,Muslim,Odia,1,Education,none,2,1,1
Riyadh,9975665156,9.81E+11,67,17-03-1955,1,0,7,1,1,0,Sangli,Hindu,Hindi,1,IT,none,2,0,0
Bryor,9280244889,5.55E+11,22,21-07-1999,1,0,3,1,1,1,Satara,Hindu,Punjabi,1,Self Employed,none,1,0,0
Xailey,9091004315,8.99E+11,47,08-08-1974,0,0,6,1,2,0,Ahmednagar,Hindu,Marathi,1,Finance,none,0,1,0
Terrylea,9174441301,6.83E+11,53,24-04-1969,0,0,1,0,1,0,Akola,Hindu,English,0,Unemployed,none,2,0,1
Done,7777101369,8.39E+11,46,03-04-1976,0,0,7,0,1,0,Sangli,Hindu,Marathi,1,Unemployed,Diabetes-2,0,1,0
Kathileen,8803986521,5.09E+11,81,02-10-1940,0,0,3,1,1,0,Gadchiroli,Buddhism,Malayalam,0,Social Service,none,0,0,0
Teun,9002531058,4.84E+11,35,26-01-1987,1,0,4,1,2,0,Nagpur,Jain,Marathi,0,IT,none,2,0,0
Annalisia,9318067208,7.35E+11,51,27-05-1970,0,0,3,1,1,0,Kolhapur,Muslim,Marathi,0,Art,other,1,0,1
Janwi,8690366167,1.23E+11,57,25-02-1965,0,0,3,1,2,1,Osmanabad,Muslim,Assamese,1,Art,none,0,0,0
Iagan,7923833099,6.38E+11,54,03-08-1967,1,0,3,1,2,0,Bhandara,Hindu,Telugu,0,Self Employed,none,2,1,1
Deborah,7715635415,2.91E+11,75,27-10-1946,0,0,7,1,2,0,Dhule,Buddhism,Hindi,1,Finance,none,0,0,1
Korney,7432719791,2.62E+11,77,20-06-1944,0,0,1,0,1,1,Ahmednagar,Buddhism,Gujarati,0,Unemployed,none,1,0,0
Reynoldo,9136417194,2.23E+11,29,10-08-1992,1,0,2,1,1,0,Gadchiroli,Hindu,Gujarati,0,Science and Technology,none,1,0,0
Krea,8214459312,3.77E+11,20,06-01-2002,0,0,4,0,1,0,Sangli,Hindu,Hindi,0,Unemployed,none,1,1,1
Camdyn,7373542526,5.19E+11,69,22-07-1952,1,0,0,1,1,0,Gondia,Muslim,Gujarati,0,IT,none,1,0,0
Hriday,8647467391,1.55E+11,57,25-08-1964,1,0,4,0,1,0,Aurangabad,Hindu,Hindi,1,Unemployed,none,2,0,1
Rayan,7501887608,2.47E+11,35,01-01-1987,3,0,1,0,1,0,Akola,Hindu,Marathi,1,Unemployed,none,0,1,0
Levonda,8800752053,7.25E+11,21,16-10-2000,0,0,4,1,2,0,Mumbai Suburban,Hindu,Bengali,1,IT,none,0,1,0
Charnetta,7854240812,1.30E+11,57,07-06-1964,0,0,5,1,2,0,Mumbai City,Hindu,Marathi,1,Science and Technology,none,1,0,0
Lamberto,7649055258,7.82E+11,55,17-07-1966,1,0,6,0,1,0,Jain,Sikh,Marathi,1,Unemployed,none,2,1,1
Tanin,8506262837,7.82E+11,80,21-06-1941,1,0,4,0,2,0,Mumbai Suburban,Hindu,English,1,Unemployed,Diabetes-2,2,1,0
Korben,7192719619,6.12E+11,56,29-12-1965,1,0,3,1,1,1,Parbhani,Jain,English,1,Art,none,0,0,0
Arahbella,7888311240,7.32E+11,59,25-01-1963,0,0,2,1,2,0,Mumbai City,Hindu,Telugu,1,IT,none,0,1,1
Caitylyn,8253609865,7.63E+11,28,11-08-1993,0,0,2,1,1,0,Osmanabad,Hindu,Sanskrit,1,Education,none,0,0,1
Egor,8734333378,7.70E+11,56,18-04-1966,1,0,6,0,2,0,Gadchiroli,Others,Marathi,1,Unemployed,none,0,0,0
Hasina,8672003594,6.76E+11,51,02-11-1970,0,0,0,1,1,1,Latur,Hindu,Hindi,0,Production,none,1,1,0
Taide,8075104504,5.47E+11,47,23-08-1974,0,0,0,1,2,1,Ahmednagar,Muslim,Marathi,1,Self Employed,Diabetes-2,0,0,1
Theresaann,7991248513,3.66E+11,64,17-11-1957,0,0,6,1,2,1,Solapur,Hindu,Hindi,1,Social Service,none,2,1,1
Statia,8042118577,2.14E+11,46,04-03-1976,0,0,2,1,2,1,Pune,Jain,Bengali,1,Art,none,0,0,1
Sibelle,9190647702,6.23E+11,20,18-03-2002,0,0,1,1,2,0,Washim,Hindu,Marathi,0,Education,Blood Pressure,0,1,1
Deney,9380227097,1.55E+11,44,29-09-1977,1,0,4,0,2,0,Nanded,Hindu,Malayalam,0,Unemployed,none,1,0,1
Bicente,9106838799,7.23E+11,21,17-07-2000,1,0,3,1,1,0,Dhule,Hindu,Hindi,0,Social Service,none,2,0,0
Chad,7942357582,1.44E+11,50,08-12-1971,1,0,2,1,2,0,Thane,Sikh,Bengali,1,Communication,Artheritis,1,1,1
Symmone,8419271395,4.18E+11,40,11-02-1982,0,0,3,1,1,0,Gondia,Hindu,English,1,Finance,none,2,0,1
Johnray,7048867154,6.72E+11,41,25-01-1981,1,0,4,0,2,1,Amravati,Others,Marathi,1,Unemployed,none,1,0,1
Hrodpreht,8907674471,7.85E+11,74,28-01-1948,1,0,1,1,1,0,Chandrapur,Muslim,Telugu,1,Social Service,none,0,0,0
Ariel,7787109325,3.43E+11,44,10-11-1977,3,0,1,1,1,1,Palghar,Sikh,Marathi,1,IT,none,0,0,1
Kalel,9742537617,2.01E+11,42,16-03-1980,1,0,0,1,1,1,Akola,Buddhism,Marathi,0,Self Employed,none,1,0,0
Simar,9088984883,8.90E+11,57,11-05-1964,0,0,7,0,1,0,Dhule,Hindu,English,0,Unemployed,none,0,0,0
Zakoria,8821462639,2.00E+11,31,23-09-1990,0,0,7,1,1,1,Akola,Hindu,Marathi,1,Education,none,1,0,0
Keland,7326042784,3.91E+11,42,13-12-1979,1,0,5,1,1,1,Jain,Hindu,Hindi,0,Communication,none,0,1,1
Lucy-lee,9232806858,7.27E+11,56,11-12-1965,0,0,2,1,1,0,Beed,Others,Bengali,1,Communication,none,1,0,0
Yavin,8237146205,1.24E+11,52,10-12-1969,1,0,3,0,1,1,Wardha,Hindu,Marathi,0,Unemployed,none,1,0,0
Kyrah,7021141450,9.40E+11,55,27-01-1967,0,0,2,1,2,0,Chandrapur,Jain,Marathi,1,Social Service,none,0,1,0
Zlota,9135625737,5.06E+11,59,26-07-1962,0,0,0,1,2,0,Latur,Hindu,Marathi,0,Self Employed,none,1,0,0
Temisha,9371565352,2.30E+11,65,13-05-1956,0,0,2,1,1,1,Jalgaon,Hindu,Assamese,1,Social Service,none,0,0,1
Flipper,9214609594,9.36E+11,25,16-06-1996,1,0,3,1,1,1,Sangli,Buddhism,Marathi,1,Art,none,1,0,0
Iliany,9800610473,5.91E+11,66,06-11-1955,0,0,7,1,2,1,Wardha,Buddhism,Assamese,0,Science and Technology,none,1,1,1
Sulamita,9752586093,6.12E+11,30,25-05-1991,0,0,1,1,2,1,Jalgaon,Hindu,Kannada,1,IT,none,0,0,1
Akir,9144607220,5.14E+11,60,02-08-1961,1,0,7,1,1,1,Beed,Hindu,Marathi,0,Business,none,2,1,0
For,7126052430,9.15E+11,46,09-01-1976,1,0,3,0,1,0,Washim,Muslim,Marathi,0,Unemployed,none,1,0,0
Darlenis,7214613000,2.36E+11,29,21-01-1993,0,0,2,1,1,0,Chandrapur,Sikh,Gujarati,0,IT,none,0,1,1
Maggy,7611414197,5.29E+11,56,08-05-1965,0,0,1,1,1,0,Satara,Buddhism,Marathi,1,Education,Asthma,0,0,0
Daizie,8684652758,2.33E+11,38,05-02-1984,0,0,1,0,1,1,Amravati,Jain,Marathi,0,Unemployed,none,0,0,0
Evvie,8228369547,5.49E+11,57,12-01-1965,0,0,1,1,1,1,Aurangabad,Others,Gujarati,0,Science and Technology,none,2,0,1
Chaselyn,9483926066,1.54E+11,66,15-11-1955,0,0,5,0,2,0,Ahmednagar,Jain,Marathi,1,Unemployed,none,0,1,1
Champane,9440650929,6.80E+11,26,05-03-1996,0,0,2,1,2,0,Latur,Hindu,Hindi,1,Art,none,1,1,1
Kavarion,8847335103,8.42E+11,80,01-01-1942,1,0,7,1,1,1,Sangli,Hindu,Marathi,1,Art,none,2,1,1
Chaquan,8017268994,7.49E+11,36,24-06-1985,1,0,5,1,1,1,Latur,Jain,Hindi,1,Production,none,2,0,1
Andreah,9142888137,3.53E+11,69,07-02-1953,0,0,5,1,1,0,Nanded,Hindu,Marathi,1,Business,none,1,1,0
Leroyal,9911111849,9.80E+11,62,09-07-1959,1,0,2,1,1,0,Satara,Hindu,Bengali,0,Production,none,1,0,1
Megaan,9044080550,5.43E+11,72,07-03-1950,0,0,3,1,2,0,Dhule,Hindu,Hindi,0,Self Employed,none,0,0,0
Yacout,7526091306,5.67E+11,43,17-12-1978,0,0,4,1,1,1,Akola,Hindu,Marathi,0,Education,none,2,1,0
Diljot,7633292269,3.39E+11,19,31-10-2002,1,0,7,1,1,1,Ahmednagar,Buddhism,Marathi,0,Agriculture,none,1,0,1
Pahoua,7605128851,4.53E+11,53,26-05-1968,0,0,5,1,1,0,Solapur,Sikh,Hindi,0,Production,Artheritis,0,1,1
Mia-bella,8572999563,4.56E+11,19,19-06-2002,0,0,0,1,2,0,Osmanabad,Hindu,Tamil,1,Education,none,2,0,1
Keshava,9458894054,7.64E+11,30,14-04-1992,1,0,2,1,2,0,Pune,Jain,Assamese,1,IT,none,2,1,0
Janaa,9103081604,4.22E+11,33,05-12-1988,0,0,0,1,2,1,Gadchiroli,Muslim,Marathi,0,Education,none,1,0,1
Aidy,7451257291,4.79E+11,75,16-05-1946,0,0,5,0,1,0,Palghar,Hindu,Marathi,1,Unemployed,none,1,0,1
Jailon,9543164662,6.99E+11,74,15-01-1948,1,0,5,0,1,1,Washim,Christian,Odia,0,Unemployed,none,1,0,0
Rephael,8783798682,2.03E+11,80,10-05-1942,1,0,6,1,2,1,Nagpur,Muslim,Marathi,1,Self Employed,Artheritis,1,1,1
Yolanthe,9321442474,7.00E+11,47,02-07-1974,0,0,2,1,2,1,Ahmednagar,Muslim,English,0,Self Employed,none,2,1,0
Kennetra,9603861239,9.70E+11,68,06-09-1953,0,0,1,1,2,0,Parbhani,Buddhism,Marathi,1,Communication,none,0,1,1
Tangaroa,9149092621,1.82E+11,70,08-09-1951,1,0,7,1,1,0,Pune,Buddhism,Assamese,0,IT,none,1,0,0
Jaakkima,9419902662,4.67E+11,79,09-01-1943,1,0,1,1,1,0,Buldhana,Jain,Marathi,0,Science and Technology,none,2,1,1
Eiliana,7866501019,9.26E+11,56,05-01-1966,0,0,3,1,1,0,Sindhurdurg,Christian,Sanskrit,1,Finance,none,1,1,1
Jashana,8765815539,7.55E+11,46,08-12-1975,0,0,2,1,1,0,Palghar,Hindu,Marathi,0,Business,none,2,0,1
Shelie,7971738757,4.24E+11,55,16-05-1966,0,0,1,1,1,0,Akola,Hindu,Marathi,0,Self Employed,none,1,0,0
Scarlett-marie,8904229704,1.58E+11,52,29-09-1969,0,0,5,1,2,1,Osmanabad,Hindu,Hindi,0,Art,none,0,0,1
Eimer,8064038259,8.21E+11,42,11-04-1980,0,0,0,0,1,0,Hingoli,Hindu,Marathi,1,Unemployed,Asthma,0,0,0
Karah,7542740124,8.78E+11,60,26-05-1961,0,0,0,1,1,1,Buldhana,Christian,Marathi,1,Communication,none,2,1,0
Taveah,8306099451,9.33E+11,23,12-05-1998,0,0,5,1,2,0,Satara,Others,Bengali,1,Finance,none,1,0,0
Deisree,9756608584,7.20E+11,67,23-03-1955,0,0,2,1,1,0,Jain,Sikh,Hindi,1,Finance,none,1,0,0
Rahni,8281199427,2.06E+11,53,03-10-1968,0,0,1,0,2,1,Satara,Hindu,Hindi,0,Unemployed,other,2,0,0
Vinaya,9887880120,7.17E+11,76,13-10-1945,0,0,1,1,2,0,Buldhana,Hindu,Telugu,1,Social Service,none,2,0,0
Rajeeyah,7946854948,3.43E+11,52,17-04-1970,0,0,7,0,1,0,Nagpur,Christian,Hindi,0,Unemployed,none,0,0,0
Akida,8477041033,2.41E+11,48,29-10-1973,1,0,7,0,1,1,Palghar,Hindu,Marathi,1,Unemployed,none,1,0,1
Marilyn,9776903109,6.29E+11,51,28-04-1971,0,0,4,0,2,1,Yavatmal,Hindu,Tamil,1,Unemployed,none,1,1,0
Rosolyn,7816339366,2.23E+11,66,19-07-1955,0,0,5,0,2,1,Mumbai Suburban,Others,Gujarati,0,Unemployed,none,0,0,0
Clessie,7336919460,9.87E+11,44,13-11-1977,0,0,2,0,1,1,Ratnagiri,Christian,Tamil,0,Unemployed,none,0,0,1
Ascelin,9375924006,8.18E+11,36,01-01-1986,1,0,4,0,2,0,Chandrapur,Sikh,Gujarati,0,Unemployed,none,2,0,0
Kaffie,7717215226,3.43E+11,64,10-02-1958,0,1,7,1,2,0,Kolhapur,Hindu,Bengali,0,Communication,none,2,0,1
Hasibul,7870000973,3.20E+11,19,04-08-2002,1,1,4,1,2,1,Satara,Hindu,Marathi,0,Self Employed,Diabetes-2,0,0,0
Namarta,8617179796,8.28E+11,28,01-07-1993,0,1,1,1,1,1,Parbhani,Christian,Tamil,0,Social Service,none,2,1,1
Fahira,9328395687,2.10E+11,62,30-03-1960,0,0,2,1,2,0,Aurangabad,Hindu,Marathi,0,Business,none,1,1,0
Rovon,7180178323,2.43E+11,25,17-12-1996,1,0,6,0,1,0,Amravati,Muslim,Marathi,1,Unemployed,none,1,1,1
Dylanjacob,9802715855,9.21E+11,41,13-10-1980,1,1,5,0,2,0,Yavatmal,Hindu,Marathi,1,Unemployed,none,2,0,0
Chhidu,9560338774,4.67E+11,25,18-01-1997,1,1,4,1,2,0,Nagpur,Hindu,Marathi,1,Business,Asthma,2,1,0
Shahnaza,7052220529,7.67E+11,69,25-12-1952,0,0,4,1,1,0,Ahmednagar,Sikh,Punjabi,0,Business,Diabetes-2,0,1,1
Ahmar,8091061632,8.67E+11,35,07-08-1986,1,1,0,1,1,1,Mumbai Suburban,Hindu,Telugu,0,Education,none,2,0,1
Marieke,7927292374,2.08E+11,40,27-07-1981,0,1,0,0,2,1,Buldhana,Jain,Punjabi,0,Unemployed,none,1,0,0
Lillygrace,8892037869,9.14E+11,76,18-09-1945,0,0,0,1,2,1,Pune,Hindu,Marathi,0,Education,Artheritis,1,0,1
Ginobili,7298143110,3.51E+11,28,21-08-1993,1,0,6,1,1,1,Sindhurdurg,Hindu,Odia,0,Social Service,none,0,1,1
Kaycey,8422951056,8.50E+11,48,06-02-1974,0,0,2,0,2,0,Gondia,Hindu,Gujarati,1,Unemployed,none,1,0,0
Diamondique,9024330624,9.50E+11,33,06-01-1989,0,1,1,0,2,0,Palghar,Hindu,Assamese,0,Unemployed,none,0,0,0
Chesnee,7806539281,8.07E+11,47,19-10-1974,0,0,4,1,1,1,Dhule,Hindu,Marathi,0,Education,none,2,0,0
Tomislav,7648430680,1.57E+11,27,04-10-1994,1,1,7,1,1,1,Gondia,Muslim,Gujarati,1,Science and Technology,other,0,1,0
Xarianna,7908212232,8.23E+11,66,15-10-1955,0,0,7,1,2,1,Nagpur,Jain,Marathi,0,Education,none,2,0,0
Jamey,7111795908,6.03E+11,81,15-10-1940,1,1,7,1,1,1,Wardha,Sikh,Marathi,0,IT,Diabetes-2,0,0,1
Geraldine,7288125851,7.39E+11,29,30-03-1993,0,0,3,1,2,0,Bhandara,Hindu,Gujarati,0,IT,none,1,1,1
Midred,9465097057,3.97E+11,55,25-08-1966,0,0,6,1,2,1,Ratnagiri,Hindu,Punjabi,1,Production,none,0,0,0
Vladimiras,7443157113,6.72E+11,58,24-03-1964,1,1,6,1,2,1,Hingoli,Jain,Punjabi,0,Self Employed,none,0,0,0
Dreshon,7961432569,6.89E+11,76,16-08-1945,1,1,1,1,2,1,Nagpur,Hindu,Punjabi,0,Art,none,0,1,1
Hyledd,9626478662,5.09E+11,51,10-12-1970,0,1,0,0,2,0,Hingoli,Hindu,Marathi,0,Unemployed,none,1,1,1
Kerry-leigh,9283360529,7.31E+11,21,20-11-2000,0,1,3,1,2,0,Hingoli,Hindu,Punjabi,1,Production,none,2,1,0
Valentijn,9392168644,8.50E+11,22,30-04-1999,1,0,4,1,2,0,Raigad,Hindu,Assamese,1,IT,none,2,1,1
Crisangel,7736252008,2.02E+11,40,29-03-1982,1,1,6,0,1,0,Gadchiroli,Muslim,Hindi,1,Unemployed,Blood Pressure,1,1,0
Gavril,8546942265,7.25E+11,63,15-10-1958,1,1,5,1,1,1,Bhandara,Hindu,Hindi,1,Education,none,1,1,0
Nyemia,8061181216,4.76E+11,47,10-05-1974,0,0,5,1,2,1,Sangli,Hindu,Marathi,0,Education,none,0,0,1
Kanijha,8765197733,5.37E+11,20,08-05-2001,0,0,0,1,2,1,Nanded,Muslim,Marathi,1,Business,none,2,1,0
Felis,9562564576,9.05E+11,74,30-10-1947,1,0,2,0,2,0,Parbhani,Hindu,Gujarati,0,Unemployed,none,1,0,1
Clauda,7647725881,8.74E+11,40,08-07-1981,0,1,4,0,2,1,Gondia,Jain,Hindi,1,Unemployed,none,1,0,1
Sahaja,8031976209,6.25E+11,48,22-06-1973,0,1,2,1,2,0,Buldhana,Sikh,Marathi,0,Social Service,none,0,1,0
Waad,7391364291,9.78E+11,74,18-04-1948,0,1,3,1,1,1,Jalgaon,Christian,Marathi,0,Education,none,0,1,1
Lejend,8347810250,4.25E+11,51,15-06-1970,1,0,0,1,2,0,Amravati,Hindu,Sanskrit,1,Social Service,none,1,0,1
Todderick,9564371311,6.05E+11,66,27-02-1956,1,1,3,1,2,0,Thane,Christian,Marathi,1,Social Service,none,1,0,0
Antim,8963156499,2.01E+11,62,22-11-1959,0,0,6,1,2,0,Sangli,Others,Marathi,0,Social Service,none,1,0,1
Reyner,7716643370,9.65E+11,24,06-02-1998,1,1,4,0,2,0,Hingoli,Hindu,Marathi,1,Unemployed,none,1,1,1
Atuf,8576722987,2.08E+11,32,21-10-1989,1,0,3,1,2,0,Mumbai Suburban,Sikh,Telugu,1,Social Service,none,2,0,1
Tharun,9640154709,8.01E+11,30,29-11-1991,1,1,5,1,1,0,Aurangabad,Jain,Hindi,1,Science and Technology,none,0,0,1
Eva-maria,7170302755,2.97E+11,51,25-03-1971,0,1,5,1,1,0,Bhandara,Hindu,Marathi,0,Business,none,1,0,1
Tyrease,8708547516,3.63E+11,39,20-05-1982,1,0,5,1,2,0,Palghar,Hindu,Marathi,0,IT,none,1,0,0
Kiyarra,8318343027,4.84E+11,27,05-07-1994,0,1,1,1,2,0,Pune,Hindu,Marathi,1,Education,Cancer,1,0,0
Tralena,8437433405,1.66E+11,34,24-01-1988,0,1,0,1,1,1,Gadchiroli,Hindu,Marathi,0,IT,Asthma,0,0,0
Iola,7031792425,8.03E+11,72,25-06-1949,0,0,1,1,1,0,Kolhapur,Jain,Odia,0,Education,none,1,1,1
Annyah,9934318962,7.39E+11,46,20-06-1975,0,1,4,0,2,0,Palghar,Hindu,Gujarati,0,Unemployed,none,0,1,0
Amiylah,9973004373,9.99E+11,36,20-09-1985,0,1,2,1,1,0,Buldhana,Sikh,English,1,Production,none,2,0,0
Annabelle-rose,8693252022,4.53E+11,22,11-02-2000,0,0,2,1,1,0,Dhule,Buddhism,Marathi,0,Self Employed,none,1,1,0
Umaiza,7887852286,8.53E+11,56,16-05-1965,0,0,0,0,2,1,Akola,Others,English,1,Unemployed,none,1,0,1
Namaan,7082871579,8.83E+11,27,24-09-1994,1,1,3,1,2,1,Satara,Hindu,Marathi,0,Social Service,none,1,1,1
Coreta,7680786464,3.61E+11,63,16-01-1959,0,0,4,1,1,0,Amravati,Muslim,Marathi,0,IT,none,0,0,1
Anna-lena,8594386976,8.16E+11,61,08-12-1960,0,1,5,0,2,0,Palghar,Hindu,Hindi,1,Unemployed,Diabetes-2,1,0,1
Gralyn,7917673991,1.95E+11,80,04-11-1941,1,1,2,1,1,0,Nanded,Muslim,Marathi,1,Communication,none,2,0,1
Conquista,9414464330,3.36E+11,50,05-07-1971,0,1,0,1,2,0,Buldhana,Jain,Hindi,0,Business,none,2,0,0
Sisel,9544701280,3.79E+11,36,17-10-1985,0,1,1,1,1,1,Dhule,Hindu,Odia,1,Agriculture,Cancer,1,0,0
Daishun,9564281013,6.67E+11,59,11-10-1962,1,0,6,1,1,1,Nagpur,Hindu,Kannada,0,Communication,none,1,0,1
Chritian,7717496238,1.42E+11,74,23-09-1947,1,1,2,0,1,0,Aurangabad,Hindu,Marathi,0,Unemployed,none,1,0,1
Tyhessia,7077957600,3.85E+11,34,20-02-1988,0,1,6,1,1,1,Satara,Christian,Hindi,1,Agriculture,none,0,0,1
Metrophanes,8843473464,9.77E+11,31,27-07-1990,1,1,4,1,1,0,Bhandara,Hindu,Marathi,0,Education,none,1,1,1
Aruthur,9992642036,3.27E+11,29,12-11-1992,1,0,4,0,1,0,Gondia,Hindu,Hindi,0,Unemployed,none,1,1,0
Ebonie-rose,9262125666,3.78E+11,67,23-10-1954,0,0,5,1,1,0,Raigad,Jain,Assamese,1,Agriculture,none,2,0,0
Arethea,8339836591,1.62E+11,50,18-11-1971,0,0,7,1,2,1,Satara,Hindu,Hindi,1,Social Service,Diabetes-2,2,1,0
Feza,9989507445,3.97E+11,46,15-10-1975,0,0,6,1,1,0,Wardha,Jain,Marathi,0,IT,none,0,1,0
Nishay,9976133383,4.82E+11,65,25-12-1956,0,0,7,0,1,1,Ratnagiri,Hindu,English,0,Unemployed,Blood Pressure,2,1,1
Berfin,9578277708,4.15E+11,34,07-12-1987,0,1,6,1,2,0,Aurangabad,Hindu,Gujarati,0,IT,Diabetes-2,0,0,0
Eythen,9114173158,9.52E+11,52,11-10-1969,1,1,3,1,2,1,Pune,Hindu,Kannada,1,IT,Cancer,1,0,0
Keven,7138254575,6.21E+11,78,10-06-1943,1,0,6,1,1,1,Yavatmal,Hindu,Bengali,0,Agriculture,none,0,1,0
Briyon,7497571911,8.14E+11,73,11-07-1948,1,1,3,1,2,0,Bhandara,Jain,English,1,Education,none,2,0,1
Huntter,9851373987,6.01E+11,20,04-02-2002,1,1,4,1,2,0,Thane,Hindu,Hindi,0,Agriculture,none,2,1,0
Micael,9464128016,2.03E+11,53,14-06-1968,1,0,5,1,1,1,Kolhapur,Hindu,Marathi,1,IT,none,1,1,0
Charys,7412033469,5.73E+11,58,07-07-1963,0,0,2,1,2,1,Chandrapur,Hindu,Assamese,0,IT,none,2,0,0
Kysin,8492003572,1.39E+11,55,16-10-1966,1,0,0,1,1,0,Thane,Hindu,Punjabi,0,Self Employed,none,1,0,0
Clauzell,8264300817,6.15E+11,66,24-09-1955,1,1,0,1,2,0,Pune,Hindu,Marathi,0,Social Service,none,1,1,0
